,player_name,Season,Fastballs,velocity,spin_rate,pitch_percent,total_pitches,days_injured
1,John Lackey,2015,1726,90.1,2183,86.1,2005,0
2,Dan Haren,2015,1712,85,2171,84.8,2020,0
3,Shelby Miller,2015,1700,93.1,2204,83,2047,0
4,Lance Lynn,2015,1675,92.1,2347,84,1994,0
5,Dallas Keuchel,2015,1550,89.6,2043,70.5,2199,0
6,Phil Hughes,2015,1546,90.6,2121,80.1,1929,0
7,David Price,2015,1527,93.6,2225,68.8,2221,0
8,Collin McHugh,2015,1511,89,2253,72,2098,0
9,Johnny Cueto,2015,1490,91.8,2262,73.1,2039,0
10,Jeff Samardzija,2015,1473,94,2446,66.4,2218,0
11,Bartolo Colon,2015,1449,88.9,2165,84.4,1716,0
12,Jon Lester,2015,1431,91,2227,67.9,2106,0
13,Taijuan Walker,2015,1421,94.4,2137,74.8,1901,0
14,Michael Wacha,2015,1419,93.6,2083,72.4,1961,0
15,Mark Buehrle,2015,1374,83.3,1999,72.9,1884,0
16,Mike Fiers,2015,1365,89,2158,67.9,2011,0
17,Jose Quintana,2015,1361,91.8,2070,62.1,2193,0
18,Sonny Gray,2015,1357,93.9,2337,63.9,2122,0
19,Andrew Cashner,2015,1344,95.4,2175,67.9,1979,0
20,Cole Hamels,2015,1340,91.9,2074,63.7,2105,0
21,Jesse Chavez,2015,1323,91.5,2325,71.6,1849,0
22,C.J. Wilson,2015,1321,90.4,2137,62.4,2117,0
23,Danny Salazar,2015,1318,95.7,2346,67.5,1952,0
24,Max Scherzer,2015,1277,94.3,2496,59.3,2155,0
25,James Shields,2015,1268,90.2,2262,58.5,2169,0
26,Trevor Bauer,2015,1264,92.1,2191,63.8,1981,0
27,Drew Hutchison,2015,1256,93,2346,65.3,1922,0
28,Julio Teheran,2015,1238,91.6,2187,61.1,2027,0
29,Wei-Yin Chen,2015,1238,91.7,2072,65.2,1899,0
30,Chris Tillman,2015,1235,92.1,2279,65.9,1874,0
31,Jonathon Niese,2015,1229,88.9,2017,66.6,1844,0
32,Rubby De La Rosa,2015,1210,94.8,2265,60.1,2014,0
33,Rick Porcello,2015,1208,91.7,2436,64.6,1870,0
34,Kyle Gibson,2015,1205,92.5,2161,59.6,2021,0
35,Jacob deGrom,2015,1190,95.5,2223,62.6,1902,0
36,Chris Archer,2015,1190,95.8,2192,53.5,2226,0
37,Anthony DeSclafani,2015,1186,92.8,2066,63.2,1877,0
38,Gio Gonzalez,2015,1185,92.6,2211,65.1,1820,0
39,Aaron Harang,2015,1184,89.7,2314,66.9,1771,0
40,Matt Harvey,2015,1183,96.7,2341,60.1,1967,0
41,Ubaldo Jimenez,2015,1180,90.9,2049,62.8,1879,0
42,Gerrit Cole,2015,1179,96.4,2142,58.1,2028,0
43,J.A. Happ,2015,1179,92.3,2327,63.7,1851,0
44,Wade Miley,2015,1167,91.5,2187,58,2011,0
45,Matt Garza,2015,1159,93.2,1959,66.5,1743,0
46,Garrett Richards,2015,1159,96,2461,61.9,1872,0
47,Jordan Zimmermann,2015,1158,93.4,2299,59.4,1950,0
48,Clay Buchholz,2015,1152,91.2,2306,67.1,1716,0
49,Carlos Martinez,2015,1143,95.6,2029,58.3,1959,1
50,Chris Sale,2015,1143,95.2,2270,52.9,2159,0
51,Clayton Kershaw,2015,1141,94.2,2222,55.5,2057,0
52,Zack Greinke,2015,1139,92.1,2367,53.8,2116,0
53,Nick Martinez,2015,1133,90.3,2213,60.6,1869,0
54,Ian Kennedy,2015,1126,91.6,2366,63.2,1783,0
55,Alfredo Simon,2015,1119,92.2,2103,58.3,1918,0
56,Yovani Gallardo,2015,1115,91.2,2107,51,2186,0
57,Nate Karns,2015,1113,92.2,2353,58.8,1893,0
58,Colby Lewis,2015,1097,88.7,2289,54.2,2023,0
59,John Danks,2015,1074,88.8,2352,59.9,1794,0
60,Carlos Carrasco,2015,1074,95,2226,55.2,1947,1
61,Chase Anderson,2015,1068,91.7,2077,62.9,1699,0
62,Tyson Ross,2015,1067,93.7,2472,49.9,2137,0
63,Tom Koehler,2015,1061,92.8,2090,58.4,1817,0
64,Miguel Gonzalez,2015,1044,91.6,2331,59.1,1767,1
65,David Phelps,2015,1043,90.9,2148,61,1710,1
66,Madison Bumgarner,2015,1029,92.9,2311,48.9,2104,0
67,Jeremy Hellickson,2015,1028,90.6,2128,57,1803,0
68,Marco Estrada,2015,1023,89.8,2344,58,1764,0
69,Travis Wood,2015,1004,89.2,2132,82.3,1220,0
70,Jason Hammel,2015,999,92.8,2143,54.2,1843,0
71,Anibal Sanchez,2015,994,92.3,2405,45.5,2187,1
72,Alex Colome,2015,981,92.4,2025,78.2,1254,0
73,Michael Lorenzen,2015,972,94.8,2328,65.9,1474,0
74,Nathan Eovaldi,2015,968,97,2155,48.7,1988,0
75,Wandy Rodriguez,2015,966,88.9,2191,60.6,1594,0
76,Michael Pineda,2015,961,93.3,2115,52.3,1839,0
77,Jake Odorizzi,2015,955,90.3,2126,62.6,1525,0
78,Jorge De La Rosa,2015,934,90.5,1903,59.6,1567,0
79,Carlos Rodon,2015,931,94.1,2176,60.7,1533,0
80,Carlos Frias,2015,925,93.4,2308,85.6,1080,0
81,Chris Young,2015,923,87,2369,57.6,1602,0
82,Brett Anderson,2015,909,91.2,1786,51.5,1766,0
83,Josh Collmenter,2015,905,85.2,1919,65.9,1374,0
84,Danny Duffy,2015,888,94.1,2223,63.8,1391,0
85,Francisco Liriano,2015,883,93,2027,45.3,1950,0
86,Tommy Milone,2015,875,88,2208,66.5,1316,0
87,Ryan Vogelsong,2015,869,91.3,2054,52.4,1658,0
88,Yordano Ventura,2015,866,96.4,2179,64.7,1338,0
89,Trevor May,2015,864,92.8,2265,60.2,1436,0
90,Jeremy Guthrie,2015,859,91.4,2206,46,1869,0
91,Mat Latos,2015,858,91.9,1973,63.3,1356,0
92,Matt Shoemaker,2015,838,90.5,2105,53.5,1565,0
93,Aaron Sanchez,2015,836,95.2,2301,74.7,1119,0
94,Erasmo Ramirez,2015,804,91.2,2205,55.3,1453,0
95,Eduardo Rodriguez,2015,771,94.7,2134,69.9,1103,0
96,Charlie Morton,2015,767,92.3,1970,70.2,1092,0
97,Bud Norris,2015,754,94.1,2262,63.4,1190,0
98,Adam Warren,2015,745,92.8,2139,47,1584,0
99,Robbie Ray,2015,736,93.9,2271,66.7,1104,0
100,Mike Foltynewicz,2015,734,95.4,2374,72.2,1017,0
101,Taylor Jungmann,2015,725,92.6,2267,71.4,1016,0
102,Eddie Butler,2015,716,93.8,2047,64.8,1105,0
103,Chad Bettis,2015,716,92,1931,58.4,1227,0
104,Zach McAllister,2015,712,94.7,2265,84.8,840,0
105,Jered Weaver,2015,709,84.4,2113,49.5,1431,0
106,Vance Worley,2015,704,89.5,2244,65.1,1082,0
107,Drew Pomeranz,2015,701,91.8,2374,64.2,1092,0
108,Lance McCullers Jr.,2015,696,95,2330,55.6,1251,0
109,James Paxton,2015,692,94.5,2036,74.9,924,0
110,Mike Montgomery,2015,690,90.6,1921,63.9,1080,0
111,Stephen Strasburg,2015,680,95.8,2101,63.3,1075,0
112,Roenis Elias,2015,673,91.9,2339,55.7,1209,0
113,Shane Greene,2015,650,92.3,2209,49.3,1318,1
114,Jason Motte,2015,647,94.9,2291,96.7,669,1
115,Mike Bolsinger,2015,625,87.4,2202,45.2,1384,0
116,Will Harris,2015,612,92.5,2363,82.3,744,0
117,Trevor Rosenthal,2015,598,98.1,2354,72.6,824,0
118,Kevin Siegrist,2015,597,94.5,2221,74.3,803,0
119,Tim Lincecum,2015,596,87.9,2172,45,1323,0
120,Scott Feldman,2015,591,89.3,2199,46.5,1272,0
121,Aroldis Chapman,2015,586,100.2,2467,76.1,770,0
122,Wily Peralta,2015,584,95,1826,64.4,907,0
123,Justin De Fratus,2015,582,92.5,2048,57.1,1020,0
124,Joe Kelly,2015,573,96.5,2107,38,1508,0
125,Justin Wilson,2015,572,94.7,2331,91.5,625,0
126,Juan Nicasio,2015,568,95.5,2130,73.6,772,0
127,Odrisamer Despaigne,2015,564,91.3,2099,36.2,1560,0
128,Matt Andriese,2015,556,90.7,2292,79.2,702,0
129,Wade Davis,2015,553,95.2,2469,81.1,682,0
130,Evan Scribner,2015,548,89.9,2224,74.1,740,1
131,Noah Syndergaard,2015,546,97.5,2127,39.3,1389,0
132,Jerome Williams,2015,545,89,2104,42.1,1294,0
133,Joakim Soria,2015,535,92.7,2202,73.7,726,0
134,J.J. Hoover,2015,529,93.9,2377,69.2,765,0
135,Roberto Osuna,2015,525,96,2427,71.6,733,0
136,J.R. Graham,2015,518,95.7,2094,66.8,776,1
137,Brad Hand,2015,511,93.1,2329,67.9,753,0
138,Carlos Torres,2015,504,91.3,2226,79.5,634,0
139,Steve Geltz,2015,501,92.6,2202,64.4,778,0
140,Jake Peavy,2015,498,88.4,2464,79.2,629,0
141,Kelvin Herrera,2015,496,98.8,2240,76.1,652,0
142,Ken Giles,2015,494,96.9,2326,60.2,821,0
143,George Kontos,2015,492,89.9,2215,73.3,671,0
144,Kyle Kendrick,2015,485,87,2364,27.3,1775,1
145,Mark Melancon,2015,484,90.6,2212,71.9,673,0
146,David Hale,2015,484,90.8,2091,62.1,780,0
147,Jordan Lyles,2015,483,92.7,1980,63,767,0
148,Craig Kimbrel,2015,481,98,2470,70.8,679,0
149,Shawn Tolleson,2015,480,93.4,2042,66.9,718,0
150,Kendall Graveman,2015,476,87.1,2074,30.5,1562,0
151,Kevin Jepsen,2015,475,95,2460,66.5,714,0
152,Kevin Gausman,2015,475,96.3,2324,70.5,674,0
153,Antonio Bastardo,2015,473,93.3,2445,75.6,626,0
154,David Buchanan,2015,471,89.4,2085,67,703,0
155,Anthony Bass,2015,469,93.1,2033,55.8,841,0
156,Sam Dyson,2015,469,96.3,2244,68.5,685,0
157,Alexi Ogando,2015,469,95,2293,62.5,750,0
158,Archie Bradley,2015,467,92.8,2390,72.5,644,0
159,Brad Brach,2015,464,94.4,2267,61.5,755,0
160,Daniel Hudson,2015,460,96.5,2329,60.7,758,0
161,Vince Velasquez,2015,460,95.2,2274,67.6,680,0
162,Justin Verlander,2015,456,93.3,2489,55.7,819,0
163,Tim Hudson,2015,456,84.3,2121,29.7,1533,0
164,Jimmy Nelson,2015,454,93.8,2235,22.9,1979,0
165,Chi Chi Gonzalez,2015,452,91.9,2360,67.9,666,0
166,Fernando Rodney,2015,451,95.4,2099,62.2,725,0
167,Chad Billingsley,2015,450,90.3,2181,78.1,576,0
168,Sean O'Sullivan,2015,448,90.1,2033,38,1180,0
169,Franklin Morales,2015,448,92.9,2232,71.1,630,0
170,Randall Delgado,2015,446,93.7,2173,53.3,837,0
171,Keone Kela,2015,440,96,2223,56.5,779,0
172,Ryan Madson,2015,440,93,2139,72.4,608,0
173,Kevin Quackenbush,2015,438,91.1,2158,74.1,591,0
174,CC Sabathia,2015,435,90.5,2111,23.7,1834,0
175,Hector Rondon,2015,435,96.5,2017,61.3,710,0
176,Cody Allen,2015,434,95.5,2443,61.9,701,0
177,Alex Torres,2015,431,91.3,2065,67.3,640,0
178,Ryan Mattheus,2015,430,93.1,2142,83.8,513,0
179,Yimi Garcia,2015,429,93.9,2527,72.8,589,0
180,Fernando Rodriguez Jr.,2015,428,93.6,2411,78.2,547,0
181,David Robertson,2015,428,92.8,2487,67.9,630,0
182,Liam Hendriks,2015,427,95,2148,63.4,674,0
183,Corey Kluber,2015,426,93.2,2372,18.3,2328,0
184,Brad Boxberger,2015,426,93.3,2267,56.9,749,0
185,Dellin Betances,2015,425,97.4,2426,48.9,870,0
186,Bryan Shaw,2015,424,92.3,2291,75.6,561,0
187,Tommy Hunter,2015,423,96.3,2443,68.3,619,0
188,Blaine Hardy,2015,420,87.4,2186,62.5,672,0
189,Junichi Tazawa,2015,420,94.2,2270,60.1,699,0
190,Masahiro Tanaka,2015,418,91.6,2211,31.6,1322,0
191,Jonathan Broxton,2015,418,94.8,2184,69.7,600,0
192,Jake Arrieta,2015,417,94.8,2284,19.3,2158,0
193,Alex Wilson,2015,417,93.2,2142,55,758,0
194,Glen Perkins,2015,413,94.5,2152,71.8,575,0
195,Roberto Hernandez,2015,413,89.3,1914,31.4,1317,0
196,Arquimedes Caminero,2015,412,98.9,2480,59.2,696,0
197,Nick Hagadone,2015,411,93.7,2269,89.7,458,0
198,Tony Cingrani,2015,410,92.1,2180,80.7,508,0
199,Robbie Ross Jr.,2015,407,92.6,2067,60.5,673,0
200,Luis Garcia,2015,407,96,2112,55.1,738,0
201,Jarred Cosart,2015,403,94.7,2240,54.4,741,0
202,Matt Wisler,2015,402,93.5,2209,63.4,634,0
203,Josh Fields,2015,401,94.9,2276,71,565,0
204,Dale Thayer,2015,401,92.5,2212,72.8,551,0
205,Jose Urena,2015,400,94,2056,59.4,673,0
206,Jason Grilli,2015,399,94.6,2397,67.5,591,0
207,John Axford,2015,399,96.3,2263,65.3,611,0
208,Tanner Scheppers,2015,399,95.6,2286,63.6,627,0
209,Cody Anderson,2015,391,92.4,2202,76.4,512,0
210,Chris Rusin,2015,391,88.2,2234,34.3,1139,0
211,Shaun Marcum,2015,390,84.9,2351,69.3,563,0
212,Yusmeiro Petit,2015,389,88.8,2230,49.8,781,0
213,Jason Vargas,2015,386,88.2,2288,56.2,687,0
214,Brett Oberholtzer,2015,380,89.2,2101,58,655,0
215,Eric Stults,2015,380,87.9,1989,50.4,754,0
216,Jake McGee,2015,378,95.4,2327,89.6,422,0
217,Blaine Boyer,2015,377,93.5,2258,62,608,0
218,Rafael Betancourt,2015,373,91.3,2555,69.5,537,0
219,Zach Duke,2015,372,89.8,1907,54.1,687,0
220,Jonathan Papelbon,2015,370,91.7,2103,63.4,584,0
221,Mike Leake,2015,368,90.8,2186,18.4,1995,0
222,Fernando Salas,2015,367,90.8,2148,60.2,610,0
223,Danny Farquhar,2015,365,90.8,2315,69.5,525,0
224,Dillon Gee,2015,362,89.6,2196,58.8,616,0
225,Chaz Roe,2015,362,93.3,2365,66.3,546,1
226,Pedro Baez,2015,362,97.3,2325,77.4,468,0
227,AJ Ramos,2015,361,93.3,2525,50.9,709,0
228,Michael Blazek,2015,357,93.5,2351,45.2,790,1
229,Bo Schultz,2015,355,94.8,2340,86.6,410,0
230,Hansel Robles,2015,354,96.4,2421,71.1,498,0
231,Mike Wright Jr.,2015,352,93.5,2181,67.8,519,0
232,Kenley Jansen,2015,352,93.1,2601,90,391,0
233,Luis Avilan,2015,350,94.1,2200,61.2,572,0
234,Mike Dunn,2015,347,95.2,2302,60,578,0
235,Craig Breslow,2015,346,90.1,2064,56.9,608,0
236,Luke Hochevar,2015,344,92.2,2340,76.8,448,0
237,Jose Alvarez,2015,344,91.2,2242,54,637,0
238,Jumbo Diaz,2015,344,97.6,2213,69.1,498,0
239,Tyler Clippard,2015,344,92.1,2312,44.7,769,0
240,Jesse Hahn,2015,343,92.6,2230,22.4,1531,0
241,Santiago Casilla,2015,342,93.7,2252,58.8,582,0
242,Christian Friedrich,2015,341,91.6,2163,48.9,697,0
243,Adam Liberatore,2015,340,94.5,2243,77.3,440,0
244,Chasen Shreve,2015,340,91.8,2281,49.8,683,0
245,Esmil Rogers,2015,339,93.8,2444,58.7,578,0
246,Tom Wilhelmsen,2015,339,95.3,2243,55.3,613,0
247,Al Alburquerque,2015,335,93.4,2290,43.8,764,0
248,Tsuyoshi Wada,2015,335,88.7,2068,64.9,516,0
249,Edwin Jackson,2015,331,94.1,2269,64.6,512,0
250,Ivan Nova,2015,330,93.3,2215,64.3,513,0
251,Pedro Strop,2015,329,95.6,2241,46.9,702,0
252,Hector Noesi,2015,328,93.8,2173,53.9,609,0
253,Fernando Abad,2015,327,90.2,2206,70.3,465,0
254,Neftali Feliz,2015,327,94.5,2399,62.4,524,0
255,Will Smith,2015,325,93.7,2310,51.3,634,0
256,Dan Jennings,2015,324,92.9,2269,56.3,575,0
257,Joaquin Benoit,2015,320,94.6,2290,45.5,703,0
258,Bryan Morris,2015,320,91.6,2124,50.7,631,0
259,Christian Bergman,2015,318,90.3,2097,50.2,634,0
260,Dustin McGowan,2015,318,94.2,2291,67.2,473,0
261,Jason Frasor,2015,315,92.5,2214,60,525,1
262,Joe Thatcher,2015,311,85.1,2123,88.4,352,0
263,Addison Reed,2015,310,93.2,2161,59.7,519,0
264,Mitch Harris,2015,308,92.9,2102,92.5,333,0
265,Neal Cotts,2015,305,90.6,2254,44.5,686,0
266,Elvis Araujo,2015,305,94.1,2339,62.8,486,0
267,Corey Knebel,2015,304,95.5,2329,67.3,452,0
268,Severino Gonzalez,2015,304,89.7,2382,55,553,0
269,Kyle Ryan,2015,303,87.2,2013,56.3,538,0
270,Ricky Nolasco,2015,301,91.1,2011,52.1,578,0
271,Tony Sipp,2015,301,91.4,2162,51.2,588,0
272,Jean Machi,2015,300,93.2,1758,56.5,531,0
273,Adam Morgan,2015,297,89.3,2320,58.5,508,0
274,Scott Kazmir,2015,297,88,2140,15.6,1905,0
275,Brandon Maurer,2015,295,95.8,2363,39,756,1
276,Hunter Strickland,2015,295,97.2,2381,72,410,0
277,Angel Nesbitt,2015,292,93.4,2008,76,384,0
278,Matt Belisle,2015,291,91.1,1978,56.7,513,0
279,Brian Matusz,2015,287,90.9,2451,53.1,540,0
